Recipe Name,Ingredients,Cost to Make,Npc Value,Profit,Type,Table
Iron Heavy War Hammer Head,"Smithing Hammer, Heavy War Hammer Head Mold, (6)Iron Ingot, Chunk of Coal",141,10,-136,Production,Blacksmithing
Iron Heavy War Hammer with Maple Handle,"Carpentry Hammer, Iron Heavy War Hammer Head, Maple Handle, (5)Wax",185,225,-72.5,Production,Carpentry
Iron Hilt,"Smithing Hammer, Chunk of Coal, (2)Iron Ingot",49,10,-44,Production,Blacksmithing
Iron Ingot,"Smelting Tongs, Ingot Mold, (4)Iron Ore, Chunk of Coal",23,1,-22.5,Refining,Smelting
Iron Ingot,"Smelting Tongs, Ingot Mold, (12)Metal Scrap, (2)Iron Ore, Chunk of Coal",13,,-13,Refining,Smelting
Iron Lantern,"Smithing Hammer, (3)Iron Ingot, (3)Chunk of Coal",78,50,-53,Production,Blacksmithing
Iron Longsword Blade,"Smithing Hammer, Longsword Blade Mold, (3)Iron Ingot, Chunk of Coal",72,130,-7,Production,Blacksmithing
Iron Mace Head,"Smithing Hammer, Mace Head Mold, (3)Iron Ingot, Chunk of Coal",72,20,-62,Production,Blacksmithing
Iron Mace with Maple Handle,"Smithing Hammer, Iron Mace Head, Maple Handle, Chunk of Coal",109,75,-71.5,Production,Blacksmithing
Iron Mace with Pine Handle,"Smithing Hammer, Iron Mace Head, Pine Handle, Chunk of Coal",109,75,-71.5,Production,Blacksmithing
Iron Ore,,5,5,-2.5,Gathering,Gathering
Iron Plate Boots,"Smithing Hammer, Hot Chisel, Chunk of Coal, (2)Iron Sheet, Leather Straps",167,1140,403,Production,Blacksmithing
Iron Plate Gauntlets,"Smithing Hammer, Hot Chisel, (2)Iron Sheet, Cotton Cloth Strap, (2)Chunk of Coal",172,90,-127,Production,Blacksmithing
Iron Plate Helm,"Smithing Hammer, Hot Chisel, Chunk of Coal, (3)Iron Sheet, Leather Straps",239,53,-212.5,Production,Blacksmithing
Iron Plate Leggings with Cotton Straps,"Smithing Hammer, Hot Chisel, (5)Iron Sheet, (2)Cotton Cloth Strap, Iron Binding, (2)Chunk of Coal",436,90,-391,Production,Blacksmithing
Iron Plate Leggings with Leather Straps,"Smithing Hammer, Hot Chisel, (5)Iron Sheet, (2)Leather Straps, Iron Binding, (2)Chunk of Coal",432,90,-387,Production,Blacksmithing
Iron Rectangle Shield,"Smithing Hammer, Chunk of Coal, (2)Iron Binding, Iron Sheet, Leather Straps",147,80,-107,Production,Blacksmithing
Iron Round Shield,"Smithing Hammer, (2)Iron Sheet, Iron Binding, Leather Straps, Chunk of Coal",193,53,-166.5,Production,Blacksmithing
Iron Scimitar Blade,"Smithing Hammer, Iron Scimitar Blank",118,,-118,Production,Blacksmithing
Iron Scimitar Blank,"Smelting Tongs, Blade Mold, Chunk of Coal, (3)Iron Bar, (2)Iron Ingot",118,,-118,Refining,Smelting
Iron Scimitar,"Smithing Hammer, Chunk of Coal, Iron Scimitar Blade, Iron Hilt",170,141,-99.5,Production,Blacksmithing
Iron Sheet,"Smithing Hammer, Sheet Mold, (3)Iron Ingot, Chunk of Coal",72,190,23,Production,Blacksmithing
Iron Shortsword Blade,"Smithing Hammer, Shortsword Blade Mold, (2)Iron Ingot, Chunk of Coal",49,30,-34,Production,Blacksmithing
Iron Shortsword with Bronze Hilt,"Smithing Hammer, Iron Shortsword Blade, Bronze Hilt, Chunk of Coal",319,110,-264,Production,Blacksmithing
Iron Shortsword with Constantan Hilt,"Smithing Hammer, Iron Shortsword Blade, Constantan Hilt, Chunk of Coal",319,110,-264,Production,Blacksmithing
Iron Shortsword with Copper Hilt,"Smithing Hammer, Iron Shortsword Blade, Copper Hilt, Chunk of Coal",101,110,-46,Production,Blacksmithing
Iron Shortsword with Iron Hilt,"Smithing Hammer, Iron Shortsword Blade, Iron Hilt, (3)Chunk of Coal",107,110,-52,Production,Blacksmithing
Iron Shortsword with Meteoric Iron Hilt,"Smithing Hammer, Iron Shortsword Blade, Meteoric Iron Hilt, Chunk of Coal",439,110,-384,Production,Blacksmithing
Iron Shortsword with White Iron Hilt,"Smithing Hammer, Iron Shortsword Blade, White Iron Hilt, Chunk of Coal",439,110,-384,Production,Blacksmithing
Iron Spear Head,"Smithing Hammer, Spear Head Mold, (3)Iron Ingot, Chunk of Coal",72,70,-37,Production,Blacksmithing
Iron Spear with Maple Pole,"Carpentry Hammer, Iron Spear Head, Maple Pole, (3)Wax",150,53,-123.5,Production,Carpentry
Iron Triangle Shield,"Smithing Hammer, Chunk of Coal, Iron Binding, Iron Sheet, Leather Straps",121,53,-94.5,Production,Blacksmithing
Iron Two-handed Axe,"Carpentry Hammer, Iron Great Axe Blade, Maple Handle, (5)Wax",185,128,-121,Production,Carpentry
Iron Two-handed Hammer Head,"Smithing Hammer, Hammer Head Mold, Chunk of Coal, (6)Iron Ingot",141,45,-118.5,Production,Blacksmithing
Iron Two-handed Mace Head,"Smithing Hammer, Two-handed Mace Head Mold, (6)Iron Ingot, Chunk of Coal",141,30,-126,Production,Blacksmithing
Iron Two-handed Mace with Maple Handle,"Smithing Hammer, Iron Two-handed Mace Head, Maple Handle, Chunk of Coal",178,75,-140.5,Production,Blacksmithing
Iron Two-handed Sword Blade,"Smithing Hammer, Two-handed Sword Blade Mold, (5)Iron Ingot, Chunk of Coal",118,50,-93,Production,Blacksmithing
Iron Two-Handed Sword with Bronze Hilt,"Smithing Hammer, Iron Two-handed Sword Blade, Bronze Hilt, (5)Chunk of Coal",400,115,-342.5,Production,Blacksmithing
Iron Two-Handed Sword with Constantan Hilt,"Smithing Hammer, Iron Two-handed Sword Blade, Constantan Hilt, (5)Chunk of Coal",400,115,-342.5,Production,Blacksmithing
Iron Two-Handed Sword with Copper Hilt,"Smithing Hammer, Iron Two-handed Sword Blade, Copper Hilt, (5)Chunk of Coal",182,115,-124.5,Production,Blacksmithing
Iron Two-handed Sword with Iron Hilt,"Smithing Hammer, Iron Two-handed Sword Blade, Iron Hilt, (5)Chunk of Coal",182,115,-124.5,Production,Blacksmithing
Iron Two-Handed Sword with Meteoric Iron Hilt,"Smithing Hammer, Iron Two-handed Sword Blade, Meteoric Iron Hilt, (5)Chunk of Coal",520,115,-462.5,Production,Blacksmithing
Iron War Hammer Head,"Smithing Hammer, War Hammer Head Mold, (2)Iron Ingot, Chunk of Coal",49,30,-34,Production,Blacksmithing
Iron War Hammer with Maple Handle,"Smithing Hammer, Iron War Hammer Head, Maple Handle, Chunk of Coal",86,77,-47.5,Production,Blacksmithing
Jack-o'-lantern,"Cooking Pot, Candle, Pumpkin",2,,-2,Production,Cooking
Jar of Vegetable Stock,"Cooking Pot, (2)Onion, (3)Carrot, Lettuce, Pepper, Empty Glass Jar",22,8,-18,Production,Cooking
Jar of Yeast Culture,,10,10,-5,,Gathering
Jar of Yeast Culture,"Cooking Pot, (3)Sack of Flour, Jar of Yeast Culture, Empty Glass Jar",39,,-39,Production,Cooking
Jewel Cut Gem,,0,,0,Gathering,Gathering
Jewel Socketed Ring or Amulet,"Mortar and Pestle, Jewel Cut Gem, Crafted Ring or Necklace, (5)Mandrake Root",10,,-10,Production,Alchemy
Jewelled Longsword,"Smithing Hammer, Chunk of Coal, (2)Garnet Gem, (2)Emerald Gem, Longsword of Crushing/Iron Longsword with Iron Hilt",133,0,-133,Production,Blacksmithing
Large Cabinet,"Carpentry Hammer, Wardrobe, (4)Wooden Boards, (2)Iron Binding",106,80,-66,Production,Carpentry
Large Lumber Pile,"Cubit Measure, (20)Maple Wood",100,10,-95,Refining,Milling
Large Lumber Pile,"Cubit Measure, (20)Pine Wood",100,,-100,Refining,Milling
Large Rough Stone Paver,"Smelting Tongs, Stone Chisel, (13)Granite Block",65,20,-55,Refining,Smelting
Large Rough Wood Paver,"Carpentry Hammer, Wood Chisel, (12)Maple Wood",60,20,-50,Production,Carpentry
Large Rough Wood Paver,"Carpentry Hammer, Wood Chisel, (12)Pine Wood",60,,-60,Production,Carpentry
Large Writing Desk,"Carpentry Hammer, (18)Wooden Boards",54,,-54,Production,Carpentry
Leather Boots,"Tailoring Scissors, (2)Yard of Leather, (2)Wax",80,1170,505,Production,Tailoring
Leather Bow String,"Tailoring Scissors, (5)Leather, Curing Salt",92,1,-91.5,Production,Tailoring
Leather Bracers,"Tailoring Scissors, Rawhide Mallet, Yard of Leather, (3)Leather Straps, (2)Wax",102,11,-96.5,Production,Tailoring
Leather Chest Armor with Bronze Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (2)Yard of Leather, (3)Bronze Binding, (2)Bolt of Fustian Cloth, (4)Wax",1005,70,-970,Production,Tailoring
Leather Chest Armor with Constantan Binding and Carapacian,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Supple Leather, (3)Constantan Binding, (2)Bolt of Carapacian Cloth, (4)Wax",2139,70,-2104,Production,Tailoring
Leather Chest Armor with Constantan Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (3)Constantan Binding, (2)Bolt of Fustian Cloth, (4)Wax",1119,70,-1084,Production,Tailoring
Leather Chest Armor with Copper Binding and Carapacian,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (3)Copper Binding, (2)Bolt of Carapacian Cloth, (4)Wax",792,70,-757,Production,Tailoring
Leather Chest Armor with Copper Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Hardened Leather, (3)Copper Binding, (2)Bolt of Fustian Cloth, (4)Wax",1812,70,-1777,Production,Tailoring
Leather Chest Armor with Iron Binding and Cotton,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (3)Iron Binding, (2)Bolt of Cotton Cloth, (4)Wax",360,70,-325,Production,Tailoring
Leather Chest Armor with Meteoric Iron Binding and Cotton,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Supple Leather, (3)Meteoric Iron Binding, (2)Bolt of Cotton Cloth, (4)Wax",1887,70,-1852,Production,Tailoring
Leather Chest Armor with White Iron Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (3)White Iron Binding, (2)Bolt of Fustian Cloth, (4)Wax",1299,80,-1259,Production,Tailoring
Leather Chest Armor,"Tailoring Scissors, (7)Yard of Leather, (2)Metal Binding, (2)Strap, (3)Wax",334,40,-314,Production,Tailoring
Leather Chest Quarter-Armor,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (3)Metal Binding, (2)Bolt of Cloth, (4)Wax",400,,-400,Production,Tailoring
Leather Gloves,"Tailoring Scissors, Yard of Leather, (3)Strap, (2)Wax",57,,-57,Production,Tailoring
Leather Helm with Hardened Leather & Carapacian Cloth,"Tailoring Scissors, Rawhide Mallet, (2)Yard of Hardened Leather, Bolt of Carapacian Cloth, (4)Wax",750,35,-732.5,Production,Tailoring
Leather Helm,"Tailoring Scissors, (4)Yard of Leather, (2)Wax",156,20,-146,Production,Tailoring
Leather Leggings Quarter-Armor,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Leather, (2)Metal Binding, Bolt of Cloth, (3)Wax",272,,-272,Production,Tailoring
Leather Leggings with Constantan Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Hardened Leather, (2)Constantan Binding, Bolt of Fustian Cloth, (3)Wax",1502,40,-1482,Production,Tailoring
Leather Leggings with Copper Binding and Cotton,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Supple Leather, (2)Copper Binding, Bolt of Cotton Cloth, (3)Wax",1068,40,-1048,Production,Tailoring
Leather Leggings with Copper Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Leather, (2)Copper Binding, Bolt of Fustian Cloth, (3)Wax",468,40,-448,Production,Tailoring
Leather Leggings with Iron Binding and Cotton,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Leather, (2)Iron Binding, Bolt of Cotton Cloth, (3)Wax",252,40,-232,Production,Tailoring
Leather Leggings with White Iron Binding and Fustian,"Tailoring Scissors, Rawhide Mallet, (4)Yard of Leather, (2)White Iron Binding, Bolt of Fustian Cloth, (3)Wax",806,62,-775,Production,Tailoring
Leather Leggings,"Tailoring Scissors, (5)Yard of Leather, (3)Strap, (3)Wax",211,40,-191,Production,Tailoring
Leather Scrap,,0,,0,Gathering,Gathering
Leather Straps,"Tanning Knife, Leather, Curing Salt",20,24,-8,Refining,Tanning
Leather,"Tanning Knife, (12)Leather Scrap, Animal Hide, Curing Salt",10,,-10,Refining,Tanning
Leather,"Tanning Knife, (2)Animal Hide, Curing Salt",18,1,-17.5,Refining,Tanning
Lemon,,3,3,-1.5,Gathering,Gathering
Lettuce,,1,1,-0.5,Gathering,Gathering
Light Aqua Dye,"Tanning Knife, (4)Maple Tree Bark, Pine Resin, (2)Wax, (2)Chunk of Coal",178,,-178,Refining,Tanning
Light Blue Dye,"Tanning Knife, (8)Maple Tree Bark, (2)Wax, (2)Chunk of Coal",266,,-266,Refining,Tanning
Light Brown Dye,"Tanning Knife, (5)Pine Tree Bark, (2)Cinnamon Bark, (2)Wax, (2)Chunk of Coal",186,,-186,Refining,Tanning
Light Green Dye,"Tanning Knife, (8)Pine Tree Bark, (2)Wax, (2)Chunk of Coal",266,,-266,Refining,Tanning
Light Grey Dye,"Tanning Knife, (4)Maple Tree Bark, (4)Pine Tree Bark, (2)Wax, (2)Chunk of Coal",266,,-266,Refining,Tanning
Light Orange Dye,"Tanning Knife, (5)Pumpkin, (2)Wax, (2)Chunk of Coal",15,,-15,Refining,Tanning
Light Pink Dye,"Tanning Knife, (20)Tomato, (2)Wax, (2)Chunk of Coal",50,,-50,Refining,Tanning
Light Purple Dye,"Tanning Knife, (5)Maple Tree Bark, (2)Cinnamon Bark, (2)Wax, (2)Chunk of Coal",186,,-186,Refining,Tanning
Light Red Dye,"Tanning Knife, (15)Apple, (2)Wax, (2)Chunk of Coal",25,,-25,Refining,Tanning
Light Yellow Dye,"Tanning Knife, (10)Banana, (2)Wax, (2)Chunk of Coal",40,5,-37.5,Refining,Tanning
Long Bowstave,"Wood Rasp, (3)Wooden Pole",36,2,-35,Production,Carpentry
Long Crimson Pine Bowstave,"Wood Rasp, (10)Crimson Pine Timber, Wax",1722,2,-1721,Production,Carpentry
Long Grey Pine Bowstave,"Wood Rasp, (10)Grey Pine Timber, Wax",1722,2,-1721,Production,Carpentry
Long Hard Maple Bowstave,"Wood Rasp, (10)Hard Maple Timber, Wax",1722,2,-1721,Production,Carpentry
Long Kilt,"Tailoring Scissors, (4)Bolt of Cloth, (2)Strap, (6)Wax",270,,-270,Production,Tailoring
Long Rock Maple Bowstave,"Wood Rasp, (10)Rock Maple Timber, Wax",1722,2,-1721,Production,Carpentry
Long Rough Stone Fence,"Smelting Tongs, (22)Granite Block, (2)Metal Binding",162,50,-137,Refining,Smelting
Long Rough Wooden Fence,"Carpentry Hammer, (10)Maple Wood, (2)Metal Binding",102,0,-102,Production,Carpentry
Long Rough Wooden Fence,"Carpentry Hammer, (10)Pine Wood, (2)Metal Binding",102,,-102,Production,Carpentry
Long Tall Rough Stone Fence,"Smelting Tongs, (32)Granite Block, (2)Metal Binding",212,,-212,Refining,Smelting
Longsword Blade Mold,,0,,0,Tool,Tool
Longsword of Crushing/Iron Longsword with Copper Hilt,"Smithing Hammer, Iron Longsword Blade, Copper Hilt, Chunk of Coal",124,60,-94,Production,Blacksmithing
Longsword of Crushing/Iron Longsword with Iron Hilt,"Smithing Hammer, Iron Longsword Blade, Iron Hilt, (3)Chunk of Coal",130,60,-100,Production,Blacksmithing
Longsword of Crushing/Iron Longsword with White Iron Hilt,"Smithing Hammer, Iron Longsword Blade, White Iron Hilt, Chunk of Coal",462,60,-432,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with Bronze Hilt,"Smithing Hammer, Constantan Longsword Blade, Bronze Hilt, Chunk of Coal",669,60,-639,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with Constantan Hilt,"Smithing Hammer, Constantan Longsword Blade, Constantan Hilt, Chunk of Coal",669,60,-639,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with Copper Hilt,"Smithing Hammer, Constantan Longsword Blade, Copper Hilt, Chunk of Coal",451,60,-421,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with Iron Hilt,"Smithing Hammer, Constantan Longsword Blade, Iron Hilt, Chunk of Coal",451,60,-421,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with Meteoric Iron Hilt,"Smithing Hammer, Constantan Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",789,60,-759,Production,Blacksmithing
Longsword of Dexterity/Constantan Longsword with White Iron Hilt,"Smithing Hammer, Constantan Longsword Blade, White Iron Hilt, Chunk of Coal",789,60,-759,Production,Blacksmithing
Longsword of Dexterity/Copper Longsword with Constantan Hilt,"Smithing Hammer, Copper Longsword Blade, Constantan Hilt, Chunk of Coal",342,60,-312,Production,Blacksmithing
Longsword of Dexterity/Iron Longsword with Constantan Hilt,"Smithing Hammer, Iron Longsword Blade, Constantan Hilt, Chunk of Coal",342,60,-312,Production,Blacksmithing
Longsword of Dexterity/White Iron Longsword with Constantan Hilt,"Smithing Hammer, White Iron Longsword Blade, Constantan Hilt, Chunk of Coal",849,60,-819,Production,Blacksmithing
Longsword of Greater Crushing/Copper Longsword with Meteoric Iron Hilt,"Smithing Hammer, Copper Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",462,60,-432,Production,Blacksmithing
Longsword of Greater Crushing/Iron Longsword with Meteoric Iron Hilt,"Smithing Hammer, Iron Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",462,60,-432,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with Bronze Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, Bronze Hilt, Chunk of Coal",849,60,-819,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with Constantan Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, Constantan Hilt, Chunk of Coal",849,60,-819,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with Copper Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, Copper Hilt, Chunk of Coal",631,60,-601,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with Iron Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, Iron Hilt, Chunk of Coal",631,60,-601,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with Meteoric Iron Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",969,60,-939,Production,Blacksmithing
Longsword of Greater Crushing/Meteoric Iron Longsword with White Iron Hilt,"Smithing Hammer, Meteoric Iron Longsword Blade, White Iron Hilt, Chunk of Coal",969,60,-939,Production,Blacksmithing
Longsword of Greater Crushing/White Iron Longsword with Meteoric Iron Hilt,"Smithing Hammer, White Iron Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",969,60,-939,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with Bronze Hilt,"Smithing Hammer, Bronze Longsword Blade, Bronze Hilt, Chunk of Coal",669,60,-639,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with Constantan Hilt,"Smithing Hammer, Bronze Longsword Blade, Constantan Hilt, Chunk of Coal",669,60,-639,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with Copper Hilt,"Smithing Hammer, Bronze Longsword Blade, Copper Hilt, Chunk of Coal",451,60,-421,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with Iron Hilt,"Smithing Hammer, Bronze Longsword Blade, Iron Hilt, Chunk of Coal",451,60,-421,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with Meteoric Iron Hilt,"Smithing Hammer, Bronze Longsword Blade, Meteoric Iron Hilt, Chunk of Coal",789,60,-759,Production,Blacksmithing
Longsword of Greater Haste/Bronze Longsword with White Iron Hilt,"Smithing Hammer, Bronze Longsword Blade, White Iron Hilt, Chunk of Coal",789,60,-759,Production,Blacksmithing
Longsword of Greater Haste/Copper Longsword with Bronze Hilt,"Smithing Hammer, Copper Longsword Blade, Bronze Hilt, Chunk of Coal",342,60,-312,Production,Blacksmithing
Longsword of Greater Haste/Iron Longsword with Bronze Hilt,"Smithing Hammer, Iron Longsword Blade, Bronze Hilt, Chunk of Coal",342,60,-312,Production,Blacksmithing
Longsword of Greater Haste/White Iron Longsword with Bronze Hilt,"Smithing Hammer, White Iron Longsword Blade, Bronze Hilt, Chunk of Coal",849,60,-819,Production,Blacksmithing
Longsword of Haste/Copper Longsword with Copper Hilt,"Smithing Hammer, Copper Longsword Blade, Copper Hilt, (3)Chunk of Coal",130,60,-100,Production,Blacksmithing
Longsword of Haste/Copper Longsword with Iron Hilt,"Smithing Hammer, Copper Longsword Blade, Iron Hilt, Chunk of Coal",124,60,-94,Production,Blacksmithing
Longsword of Haste/Copper Longsword with White Iron Hilt,"Smithing Hammer, Copper Longsword Blade, White Iron Hilt, Chunk of Coal",462,60,-432,Production,Blacksmithing
Longsword of Thumping/White Iron Longsword with Copper Hilt,"Smithing Hammer, White Iron Longsword Blade, Copper Hilt, Chunk of Coal",631,60,-601,Production,Blacksmithing
Longsword of Thumping/White Iron Longsword with Iron Hilt,"Smithing Hammer, White Iron Longsword Blade, Iron Hilt, Chunk of Coal",631,60,-601,Production,Blacksmithing
Longsword of Thumping/White Iron Longsword with White Iron Hilt,"Smithing Hammer, White Iron Longsword Blade, White Iron Hilt, Chunk of Coal",969,60,-939,Production,Blacksmithing
Longsword,"Smithing Hammer, Metal Longsword Blade, Metal Hilt, (3)Chunk of Coal",58,130,7,Production,Blacksmithing
Loom Shuttle,,0,,0,Tool,Tool
Lumber Pile,"Cubit Measure, (10)Maple Wood",50,5,-47.5,Refining,Milling
